preprocessed_comment,target
قاید اعظم فرماتے میرے جیب کھوٹے سکے کچھ ساتھ کتے بچے حرام خور ولی خان باپ بولا پاکستان بعد بولا شکر بنانے گناہ شامل نہیں اللہ کتوں کتے موت,1.0
کتے جنہیں اللہ کتا فرانس ڈیرہ کام کتے بچے حضور پاک نام سیاست کرنے قتل کرنے کتے پوری جماعت قاتل عوام پوری جماعت حرام کھاتی حرام خور نکلانا کتے روڈ بند,1.0
لاکھ لعنت کتے دیا پترا حرامزادے وقت منحوس گفتگو تمہیں شرم نہیں اتی ابلیس بچے ابلیس,1.0
کتی بچے مودی بتاو بھکاری قابل بنا دیا,1.0
کتے بچے اتا تارڑ یزید بدتر نکلے تمہاری اوقات غلام رشوت ایلچی اولاد,1.0
یوتھیوں بچے وسنی وسرے چاٹا لگاتے رہو,1.0
کسی کتی بچے طرح الماس بوبی طرح ڈیفالٹ اسی طرح پاکستان ڈیفالٹ سمجھ,1.0
خنزیر چیف جسٹس ریکویڈک منصوبہ کالعدم قرار خمیازہ پاکستان بھگتا ورنہ وقت پاکستان سونے تانبے,1.0
ہزار ایکڑ اراضی غریبوں چھین ذلت اکھٹی چاہتی اپنی کمروں مکان بنا بچے وہاں عزت پال سکتی لالچ کتی چیز,0.0
باجوے جاتا تمھارے لیے کتے بچے وقت نھی بولتا,1.0
هرامزادا فضلو کتی بچے ناجایز اولاد,1.0
پنجابی کہاوت برتن ننگا پڑا کتے شرم جانی چاہیے نون لیگ پالے ہوے قسم کتے اخبارہیں اٹے حصول اخبارات مالکان کتی بچے اشہارات پیسے بٹورنے,1.0
ججز کسی بدنسل سورنی اولاد ججز بچیوں کتے زنا گشتی بچے,1.0
کتے بچے بندے پورے اعتماد ووٹ,1.0
جیسے کتے بچے ملک کام کیسے حرامزادوں ملک عوام تباہ حال دیا برا بھلا تہذیب لیکچر زبان خراب عوام تباہ دیا حرام خوروں برا بولیں اللہ اولادوں تکلیف,1.0
سور اولاد لیگ ووکس ویگن نسان ہنڈایی رینالٹ کیساتھ معاہدے کرکے انکے پلانٹ پاکستان لگوانا شروع کردیے جسے تیری بیوی کھسم نیازی سور اکر بند کروا دیا قوم لنگر خانوں لگا دیا کسی کتی بچے گنجے سور,1.0
گشتی بچے نیازی ماں دوسرے حرامی بچے امریکہ تیری نسل جھوٹے ھوتے ھیں شیری رحمان جواب نہیں سنوایا نیازی کتے طرح بھونکنے دنیا بہت ھیں,1.0
کتے تخم کتے بچی حرام کھانے والی حرام کھاتی حرام بولتی حرام نکالتی الل پوری نون لیگیوں جہنم نچلے حصے ڈالے ملک برباد کرنے والوں عوام غربت جانے والوں موت اسانی تمہیں بولو امین ریٹویٹ,1.0
کتے بچے حلالی باپ اولاد ہوتا احمد بلاکڈ کرتا بلکہ دلایل کیساتھ جواب دیتا حرام زادے ثابت گیا کسی مولوی مدرسے مروا چکا اسلیے والی حرکت گیا ویسے احمد صحیح تیری بنڈ بند جناعتی کتے,1.0
سمجھ حافظ نیوٹرل جایے پاکستان بڑھے احمقوں جنت رہتے حافظ حاجی گدی,0.0
بیغیرت لاہوری کتے پلے خان زمان پارک بیٹھ چیخیں نکلوا رہا حرامزادے کتے بچے دلے بچے جماعتیں اسے گرانے کوشش رھے انشا اللہ رذالت مقدر لکھ باجوہ دلوں باپ,1.0
کتے بچے نیچے اپنی امی ٹویٹ نہی پڑھی اوپر تیرے باپ مارا,1.0
کراچی اییرپورٹ انڈیا جہاز اتا رہا چوروں حکومت پوچھنا تمہاری بیٹی جہیز لینے اتا رہا کتی بچے پاگل بنا انڈیا انڈیا کہہ سالا الو پٹھا شرم حیا,1.0
تیری اماں قبر اوپر کالے کتے چڑھ اوں رنڈی پتر گہشتی بچے ابھی زندہ تیری اماں نوں قبر وچوں نکال ریپ دوسرا سلیم صافی پیدا,1.0
کتی بچے نیازی تمہارا باپ اپنی ماں پیش بچے یوتھیوں,1.0
تیرے باپ نیازی حکومت کتے بچے,1.0
بچے بازاری فعاشہ عورت اولاد بھول گیا ماں چود تیری ماں یار رانا ثنا شیید نظیر نون لیگ عورتوں الزام لگایے تیرا باپ بڑا پاک صاف بنا منشیات فروش خرید فروخت یہیودی ودی کنجروں بازاری اولاد نون لیگ مصروف لعنت,1.0
تیرے سوور بھونکے اوے حرامی بازاری بچے بکواس بند,1.0
مجھے تنہایی پسند بوڑھے پیڑ گھنے جنگل پرانی حویلیاں سردیوں راتیں بارش ادھورے خواب کافی خاموشی زرد پتے برف باری اپریل شامیں سمندر تیرتے پرانے جہاز بچے شاعری کتابیں وفادار کتے گھوڑے بلند پہاڑ,0.0
یار کتے بچہ نہیں بلکہ خود بچے کتے بچے,1.0
تمہاری ماں گندی گندی گدھے بچے ارمی اجکل اسی ارمی امریکہ خوش کرنے ہزار پاکستانیوں جانیں کتے بچے تمہیں نہیں دکھتا دیکھا دہشت گردوں پناہ گاہیں ارمی قلعے سور اولاد پہلے کارنامے دیکھ بھونکنا,1.0
خود ایسے کتے بچے دونوں کھیل منافقت خدا خوف نہیں فنی,1.0
املا غلط کافی تعداد کتے بچے پچھلے چالیس برس وطن نوچ کھا اپنے مالکوں ملی,1.0
کتے بچے باپ بنا لیا پہلے بہت چیخ چینی چور چینی چور باپ بنا لیا واقعی پھٹواری حرام نسل,1.0
کسی بھرے بازار تمھاری گانڈ ماری کتے بچے,1.0
لعنت کتی بچے بھڑوے ڈاین گھر چھوڑ ملک کچھ بچایا بھڑوے خنزیر اولاد پاکستان کھا قتل لایق اوپر لطیفہ سیاست گھسیٹا جایے رنڈی بچے سارے غدار,1.0
بہت شرم وڈیو تمہارہ کمنٹ بچے منہ پروموشن,1.0
تیری ماں کتی بچے پیسے جلدی جاییں,1.0
عمران خان علاوہ حرام زادے عوام پرواہ نہیں حرام زادے نوٹ کمانے سیلاب زدگان پیسہ کھا کتے بچے,1.0
املا غلط کافی تعداد کتے بچے پچھلے چالیس برس وطن نوچ کھا اپنے مالکوں ملی بھگت ابھی کتوں پلے محب وطن چیاوں چیاوں جناب ناں,1.0
بچوں نظر اییں پٹواری سور بچے ٹٹے نسلوں غلام وطن قوم ماں بیٹی ادارے فروش میر جعفر میر صادق نون قاتل لیگ زرداری ڈاکو لیگ یہی روزانہ بنیاد چیری بلاسم یہیودی منشیات فروش ودی بھونکتے شاباش بھونکو دیہاڑی ملتی,1.0
اصف عزیز کتی بچے شرم تمھاری ماں حفاظت یھی ھیں,1.0
دشمن برایٴیاں معلوم انکی معیشت نواز شریف اثاثوں بہترین ترقی کنجر جماعت بچی حساب وقت محرم نامحرم کھیل رنڈی مریم زیادہ عزت دار اٹے لیے لایٴن زلیل کتے پتر اپنی نااہلی فوج ڈال معصوم,1.0
موبایل تیرے گشتیوں فاشٹ کتیوں ہاتھ جایے اپنی اصلیت دکھاتی رہتی کتے بچی کنجری,1.0
کسی کتی دیا بچیا نچھاور نہیں کرنے سنبھال استعمال کرنے اگلے سال بھیک مانگنے جاو انڈسٹری بحال رنڈی بچے,1.0
کنجری بچے ملت سوسایٹی دلے بہنویی شوکت خانم گندی کتی اولاد باہر ممالک بھیک مانگ اتی بیٹھ کتے طرح بھونک بھونک بتاتا ہمیں اچھا پیکج ملا بھول,1.0
جیسے لانگ مارچ روکنے دھمکیاں کتے بچے جوتا لگا مارنے نشانے مذمت کرتا جوتا منہ مارنا شیشے نہیں,1.0
سارے کتے بچے رنگوں فرق مکمل غیر سیاس پوسٹ,1.0
جناب ھمارے ملک محب وطن کسی دوسرے ملک کتے بچے ھوں وطن محبت نہیں,1.0
بہن چود صدقے چاول مانگ لایا وقت گانڈ مروا کتی بچے ہیلی کاپٹر پچپن روپے کلومیٹر اڑتا وقت گانڈ مروا بہن چود,1.0
گنجے شیطان فتنہ حرامی بیماری نواز گیدڑ اپنی بےغیرت نسلوں ساتھ بیٹھ چوپے,1.0
نہیں صرف چند کتے بچے کیونکہ انہوں لینا ذلیل قرضہ واپس کرنا,1.0
کبھی ڈوب مرنے نہیں کرتا حرام ھلا اپنی اولاد جوان طرح مار مار,1.0
صرف باجوہ نہیں وردی ہوتا کتے بچہ ہوتا امریکہ اشاروں چلتے کتے بچے,1.0
چور بچے ملک ستیاناس کردیا کتوں جرنیلوں پالے شہباز کتے بیڑہ غرق دیا ملک پین,1.0
حکومت کتے بچی جواب,1.0
کیونکہ پاکستانی خود کتی بچے ہوایی فایرنگ خونی کیمیکل ڈور کھیل ستیا ناس دیا,1.0
کتے بچے ملک اٹا شاٹ عمران خان پیچھے پڑے,1.0
کتی بچی جوان جیسے چوتیوں وجہ ملک چھوڑتے مادر چودو,1.0
بچے بعد انکھیں کھول لیتے مگر پٹواریوں چھلے سال نہیں رہیں,1.0
ایسی کتی عورت مذہبی کارڈ شروع دیا صرف اہنے ابو عمران خاطر تاکہ لبیک حکومتی جماعتوں لڑایی دنگا فساد کھوتی بچی,1.0
کتے بچے نہیں بلکہ کسی ڈھابے ہوٹل بیرا گیری کرنی چاہیے ہماری ملٹری اسٹیبلشمنٹ غیرتی غداری نیتی وجہ پالتو ججوں ججمنٹس وجہ ہمارا ملک مقام پہنچ گیا ساری قوم انتہایی تشویش اللہ جرنیلوں عدلیہ غارت امین,1.0
حرامیوں لوٹا مال مبارک خنزیر بچے منافق اتنے نیک بنتے کرتوت گندے لعنت کتی بچو,1.0
مجھے تمہاری ماں رنڈی لیے گالی دیاھے کتے بچے,1.0
کتی بچے دنوں انکھیں کول لیتے مگر پٹواریوں پتا نہیں نسل سال انکی انکھیں ابھی نہیں کھلی,1.0
اپنے پیو باجوے بہنویی عمران نیازی جنے پین پیش کتے بچے,1.0
کتی بچے روانہ چار گالیاں پڑیں اسے ارام نہیں اتا,1.0
کتی بچے تمہیں پتا گستاخانہ خاکے بنایے بات لنگڑے بتا اسی بات تحریک لبیک تمہاری جان رونے اتے فسادی شکر تمہیں پتا میکرون گناہ,1.0
کتے ملک لھا گییے عوام بھروسہ انکا صفایا کرنا پہلے اقتدار انکی زندگیوں مزید دھرتی انکی حرامزدگیوں متحمل نہی سکتی بیچ دیا ملک باقی بچی عوام کھینچ سکتی باقی کرپٹ,1.0
کتے بچے تیری ایسی بربادی اپنی انکھوں سامنے اپنی نسلوں مرتا دیکھے اتنا پیسہ ہونے باوجود,1.0
زبا کار بہنوں کمایی کھانے والا دلہ سمجھتا عورتوں گالیاں اپنی بیغیرتی چھپا کنجر تیرے جیسوں گھر اندر محلے والوں مزے کتے بچے گاہک ڈھونڈ اپنے ےھر والیوں کتے,1.0
سارے سیاست دان بیغرت کتی ماں بچے حرام خور گشتی ماں بچے کمینوں شرم نہیں اتی عوام بھوک بہن چود عیاشیوں,1.0
کتی بچے کتے موت مرے حرامزادہ حرام کھا بات معافی کرتا خنزیر تجھے نہیں معلوم حقوق اللہ دوسرا حقوق العباد کبھی معاف نہیں بدذات,1.0
کتے بچے عوان چوہدری تیری ماں تیرے باپ تیرا سارا خاندان چور کتا اپنی ماں بہن بیٹی باجوہ شہباز نواز زرداری نیچے لٹانے والا بےغیرت پیسے ایسے نہیں ملتے ماوں بہنوں بیٹیوں باجوا نواز زرداری نیچے لٹا ملتے حرام زادہ چور,1.0
کتے بچے پاکستان لوٹی دولت لاوو,1.0
سڑکوں والی ذلالت کبھی اللہ جلدی کتے بچے,1.0
عمرانڈو چول کیسے ممکن امداد مشروط ہوگی صرف سیلاب متاثرین بحالی ہوگی امداد ںسے سال بعد پاکستان سکتا عمران کاں حکومت سالے کتے بچے پاکستان بھلا رہا تمہاری گانڈ مرچیں,1.0
